ID,Trail,Endpoints,Miles,node_A,node_B,cost_A_to_B,cost_B_to_A,is_required,node_A_is_campsite,node_B_is_campsite,elev_A,elev_B,gain_A_to_B,gain_B_to_A,is_trail_closed,node_A_overnight_closed,node_B_overnight_closed
2,Abrams Falls,Cades Cove - Hannah Mountain,4.2,TH015,TI004,5787,6091,1,0,0,1706,1269,734,1170,0,0,0
3,Ace Gap,Rich Mountain Road - Beard Cane,5.6,TH026,TI020,7284,7458,1,0,0,1949,1749,1089,1289,0,0,0
4,Albright Grove Loop,Maddron Bald N - Maddron Bald S,0.7,TI217,TI218,1064,918,1,0,0,3111,3299,295,107,0,0,0
5,Alum Cave,Newfound Gap Road - Rainbow Falls,5,TH148,TI151,10424,8466,1,0,0,3877,6359,3035,552,0,0,0
6,Anthony Creek,Cades Cove Picnic Area - Crib Gap,0.2,TH033,TI035,315,246,1,0,0,1961,2024,68,4,0,0,0
7,Anthony Creek,Crib Gap - Russell Field,1.4,TI035,TI036,2102,1637,1,0,0,2024,2480,507,51,0,0,0
8.1,Anthony Creek,Russell Field - Campsite 9,1.2,TI036,BC009,2260,1634,1,0,1,2480,3285,820,15,0,0,0
8.2,Anthony Creek,Campsite 9 - Bote Mountain,0.7,BC009,TI044,1338,997,1,1,0,3285,3758,497,24,0,0,0
9,Appalachian,Fontana/Lakeview Drive West - Lost Cove,3.7,TH025,TI024,6874,5638,1,0,0,1887,3671,2269,485,0,0,0
10.1,Appalachian,Lost Cove - Campsite 113,0.9,TI024,BC113,1367,1287,1,0,1,3671,3740,270,202,0,0,0
10.2,Appalachian,Campsite 113 - Gregory Bald (Doe Knob),2.2,BC113,TI022,3542,3022,1,1,0,3740,4446,980,273,0,0,0
11.1,Appalachian,Gregory Bald (Doe Knob) - Mollies Ridge,3.3,TI022,SH112,4620,4453,1,0,1,4446,4583,910,773,0,0,0
11.2,Appalachian,Mollies Ridge - Russell Field,3.1,SH112,SH111,4389,4546,1,1,1,4583,4348,657,893,0,0,0
12,Appalachian,Russell Field - Eagle Creek,2.9,SH111,TI045,4087,3567,1,1,0,4348,4912,898,333,0,0,0
13,Appalachian,Eagle Creek - Bote Mountain,0.1,TI045,TI047,66,94,1,0,0,4912,4885,0,27,0,0,0
14,Appalachian,Bote Mountain - Jenkins Ridge,0.3,TI047,TI049,472,407,1,0,0,4885,4947,103,42,0,0,0
15.1,Appalachian,Jenkins Ridge - Derrick Knob,5.9,TI049,SH109,10117,10158,1,0,1,4947,4882,2242,2306,0,0,0
15.2,Appalachian,Derrick Knob - Greenbrier Ridge,0.3,SH109,TI075,437,497,1,1,0,4882,4773,30,138,0,0,0
16,Appalachian,Greenbrier Ridge - Miry Ridge,2.4,TI075,TI087,3683,3519,1,0,0,4773,4957,800,617,0,0,0
17.1,Appalachian,Miry Ridge - Silers Bald Shelter,2.8,TI087,SH108,4319,3984,1,0,1,4957,5451,1033,539,0,0,0
17.2,Appalachian,Silers Bald Shelter - Welch Ridge,0.5,SH108,TI097,704,699,1,1,0,5451,5424,154,181,0,0,0
18.1,Appalachian,Welch Ridge - Double Spring Gap Shelter,1.3,TI097,SH107,1938,1892,1,0,1,5424,5507,399,316,0,0,0
18.2,Appalachian,Double Spring Gap Shelter - Goshen Prong,0.6,SH107,TI112,907,699,1,1,0,5507,5767,280,21,0,0,0
19,Appalachian,Goshen Prong - Kuwohi Bypass,1.9,TI112,TI121,3200,2641,1,0,0,5767,6518,942,193,0,0,0
20,Appalachian,Kuwohi Bypass - Kuwohi Tower,0.3,TI121,TI123,522,427,1,0,0,6518,6621,120,16,0,0,0
21.1,Appalachian,Kuwohi Tower - Collins Gap,1.8,TI123,TH136,2233,2846,1,0,0,6621,5791,90,919,0,0,0
21.2,Appalachian,Collins Gap - Sugarland Mountain,1.7,TH136,TI139,2492,2386,1,0,0,5791,5958,555,387,0,0,0
22.1,Appalachian,Sugarland Mountain - Fork Ridge,0.2,TI139,TH142,303,378,1,0,0,5958,5888,5,75,0,0,0
22.2,Appalachian,Fork Ridge - Road Prong,2.5,TH142,TH150,3231,3722,1,0,0,5888,5272,313,929,0,0,0
23,Appalachian,Road Prong - Newfound Gap Parking Lot,1.7,TH150,TH164,2499,2638,1,0,0,5272,5045,394,621,0,0,0
24,Appalachian,Newfound Gap Parking Lot - Sweat Heifer,1.7,TH164,TI174,2822,2190,1,0,0,5045,5834,873,85,0,0,0
25,Appalachian,Sweat Heifer - Boulevard,1,TI174,TI180,1445,1282,1,0,0,5834,6034,316,115,0,0,0
26.1,Appalachian,Boulevard - Icewater Spring Shelter,0.3,TI180,SH105,345,451,1,0,1,6034,5926,4,112,0,0,0
26.2,Appalachian,Icewater Spring Shelter - Dry Sluice Gap,1.4,SH105,TI187,1910,2296,1,1,0,5926,5402,136,659,0,0,0
27,Appalachian,Dry Sluice - Hughes Ridge,6,TI187,TI205,8872,8762,1,0,0,5402,5546,1739,1595,0,0,0
28,Appalachian,Hughes Ridge - Balsam Mountain,5.3,TI205,SH103,7813,7528,1,0,1,5546,5962,1663,1247,0,0,0
29,Appalachian,Balsam Mountain - Snake Den Ridge,3.7,SH103,TI223,4865,5010,1,1,0,5962,5789,667,840,0,0,0
30,Appalachian,Snake Den Ridge - Camel Gap,2.3,TI223,TI236,2899,3793,1,0,0,5789,4677,80,1191,0,0,0
31.1,Appalachian,Camel Gap - Cosby Knob Shelter,1.6,TI236,SH102,2327,2219,1,0,1,4677,4803,468,341,0,0,0
31.2,Appalachian,Cosby Knob Shelter - Low Gap,0.8,SH102,TI244,1059,1484,1,1,0,4803,4238,4,569,0,0,0
32,Appalachian,Low Gap - Mt. Cammerer,2.1,TI244,TI249,3279,2715,1,0,0,4238,4948,902,193,0,0,0
33,Appalachian,Mt. Cammerer - Lower Mt. Cammerer,2.3,TI249,TI254,3058,4195,1,0,0,4948,3464,42,1526,0,0,0
34,Appalachian,Lower Mt. Cammerer - Chestnut Branch,0.9,TI254,TI257,1266,1725,1,0,0,3464,2877,13,601,0,0,0
35.1,Appalachian,Chestnut Branch - Davenport Gap Shelter,1,TI257,SH101,1802,1978,1,0,1,2877,2601,266,541,0,0,0
35.2,Appalachian,Davenport Gap Shelter - Davenport Gap,0.9,SH101,TH264,1404,1838,1,1,0,2601,1996,62,667,0,0,0
36,Balsam Mountain,Balsam Mountain Road - Beech Gap I,2.3,TH246,TI239,3609,3092,1,0,0,4424,5069,917,273,0,0,0
37.1,Balsam Mountain,Beech Gap I - Laurel Gap Shelter,1.8,TI239,SH116,2674,2341,1,0,1,5069,5438,616,248,0,0,0
37.2,Balsam Mountain,Laurel Gap Shelter - Mt. Sterling Ridge,0.2,SH116,TI242,301,212,1,1,0,5438,5545,107,0,0,0,0
38,Balsam Mountain,Mt. Sterling Ridge - Gunter Fork,0.9,TI242,TI241,1049,1104,1,0,0,5545,5522,63,86,0,0,0
39,Balsam Mountain,Gunter Fork - AT,4.9,TI241,SH103,6445,6021,1,0,1,5522,5962,1022,582,0,0,0
40,Baskins Creek,Trillium Gap - Roaring Fork Motor,2.7,TH137,TH143,4153,4371,1,0,0,2740,2435,708,1013,0,0,0
41,Baxter Creek,Big Creek Campground - Campsite 38,6.1,CGBIG,BC038,11555,8505,1,1,1,1710,5839,4272,143,0,0,0
42.1,Bear Creek,Forney Creek - Campsite 75,2.8,TI096,BC075,4149,3159,1,0,1,1805,2807,1067,65,0,0,0
42.2,Bear Creek,Campsite 75 - Welch Ridge,3.1,BC075,TI082,5728,4140,1,1,0,2807,4881,2099,25,0,0,0
43.1,Beard Cane,Cooper Road - Campsite 3,3.6,TI008,BC003,4003,4640,1,0,1,1939,1333,107,713,0,0,0
43.2,Beard Cane,Campsite 3 - Ace Gap,0.6,BC003,TI020,1174,851,1,1,0,1333,1749,420,3,0,0,0
44,Beech Gap I,Balsam Mountain Road - Balsam Mountain,2.5,TH227,TI239,4993,3613,1,0,0,3149,5069,1956,36,0,0,0
45,Beech Gap II,Balsam Mountain Road - Hyatt Ridge,2.8,TH228,TI224,5355,3992,1,0,0,3102,4948,1932,87,0,0,0
46,Benton MacKaye Connector,Bradley Fork - Smokemont Baptist Church Parking,0.8,TI206,TH204,1375,1463,1,0,0,2320,2204,184,301,0,0,0
47,Big Creek,Big Creek Park Road - Swallow Fork,5.1,TH265,TI251,7078,5553,1,0,0,1732,2972,1354,114,0,0,0
48,Big Creek,Swallow Fork - Low Gap I,0.2,TI251,BC037,232,185,1,0,1,2972,3006,34,0,0,0,0
49,Big Creek,Low Gap I - Camel Gap/CS #36,0.4,BC037,BC036,570,466,1,1,1,3006,3078,75,2,0,0,0
50,Big Fork Ridge,Rough Fork Road - Caldwell Fork,3.2,TH261,TI270,4799,4573,1,0,0,2817,3058,998,756,0,0,0
51,Bone Valley,Hazel Creek - Hall Cabin,1.8,BC083,TI062,2384,2141,1,1,0,2281,2478,329,130,0,0,0
52,Boogerman,Caldwell Fork N - Caldwell Fork S,4.1,TI275,TI272,6183,5944,1,0,0,2718,3046,1316,988,0,0,0
53,Bote Mountain,Laurel Creek Road - West Prong,1.2,TH050,TI056,1738,1345,1,0,0,1593,1963,396,26,0,0,0
54,Bote Mountain,West Prong - Finley Cane,0.3,TI056,TI055,427,370,1,0,0,1963,2018,75,20,0,0,0
55,Bote Mountain,Finley Cane - Lead Cove,2.5,TI055,TI046,3964,3190,1,0,0,2018,3018,1150,150,0,0,0
56,Bote Mountain,Lead Cove - Anthony Creek,1.2,TI046,TI044,2227,1651,1,0,0,3018,3758,779,39,0,0,0
57,Bote Mountain,Anthony Creek - AT,1.7,TI044,TI047,3129,2261,1,0,0,3758,4885,1136,8,0,0,0
58.1,Boulevard,AT - Mount LeConte Shelter,5.2,TI180,SH114,8080,7719,1,0,1,6034,6452,1730,1312,0,0,0
58.2,Boulevard,Mount LeConte Shelter - Mount LeConte Lodge,0.2,SH114,TI152,146,201,1,1,0,6452,6395,0,57,0,0,0
59.1,Bradley Fork,Smokemont Campground - Tow String,0.3,TH199,TI202,379,349,1,0,0,2247,2292,77,33,0,0,0
59.2,Bradley Fork,Tow String - Chasteen Creek,0.9,TI202,BC050,1134,1029,1,0,1,2292,2371,116,37,0,0,0
60,Bradley Fork,Chasteen Creek - Smokemont Loop,0.5,BC050,TI198,665,579,1,1,0,2371,2446,105,31,0,0,0
61,Bradley Fork,Smokemont Loop - Cabin Flats,2.3,TI198,TI197,3046,2410,1,0,0,2446,2921,523,47,0,0,0
62,Bradley Fork,Cabin Flats - Hughes Ridge,3.3,TI197,TI209,5974,4243,1,0,0,2921,5071,2156,7,0,0,0
63,Brushy Mountain,Porter's Creek - Trillium Gap,4.5,TI177,TI159,8061,6130,1,0,0,2212,4717,2720,215,0,0,0
64,Brushy Mountain,Trillium Gap - Summit of Brushy Mountain,0.4,TI159,TI161,624,481,1,0,0,4717,4904,200,13,0,0,0
65,Bull Head,Rainbow Falls - Old Sugarlands,5.9,TI149,TI127,8332,10861,1,0,0,5979,2579,325,3726,0,0,0
66,Cabin Flats,Bradley Fork - Dry Sluice Gap,0.3,TI197,TI196,438,340,1,0,0,2921,3047,145,19,0,0,0
67,Cabin Flats,Dry Sluice Gap - CS #49,0.6,TI196,BC049,815,779,1,0,1,3047,3066,110,92,0,0,0
68,Caldwell Fork,Cataloochee Road - Boogerman N,0.8,CGCAT,TI275,1061,947,1,1,0,2636,2718,130,48,0,0,0
69,Caldwell Fork,Boogerman N - Boogerman S,1.9,TI275,TI272,2602,2233,1,0,0,2718,3046,453,124,0,0,0
70,Caldwell Fork,Boogerman S - Big Fork,0.4,TI272,TI270,544,530,1,0,0,3046,3058,75,63,0,0,0
71,Caldwell Fork,Big Fork - McKee Branch,0,TI270,TI269,50,40,1,0,0,3058,3064,6,0,0,0,0
72,Caldwell Fork,McKee Branch - Hemphill Bald,1.4,TI269,TI260,1926,1691,1,0,0,3064,3304,339,99,0,0,0
73.1,Caldwell Fork,Hemphill Bald - Campsite 41,0.3,TI260,BC041,201,233,1,0,1,3304,3269,14,49,0,0,0
73.2,Caldwell Fork,Campsite 41 - Rough Fork,1.4,BC041,TI255,2487,1858,1,1,0,3269,4040,805,35,0,0,0
74,Camel Gap,Big Creek/CS #36 - Gunter Fork,0.6,BC036,TI247,814,678,1,1,0,3078,3196,150,32,0,0,0
75,Camel Gap,Gunter Fork - AT,4.1,TI247,TI236,6433,5028,1,0,0,3196,4677,1682,201,0,0,0
76.1,Cane Creek,Cooper Road - Campsite 2,0.6,TI006,BC002,688,866,1,0,1,1548,1335,23,237,0,0,0
76.2,Cane Creek,Campsite 2 - Cane Gap (Park Boundary),1.5,BC002,TI009,1929,2055,1,1,0,1335,1231,178,282,0,0,0
77,Cataloochee Divide,Cove Creek Mountain Road - McKee Branch,4.6,TH279,TI278,6723,6099,1,0,0,4064,4811,1475,729,0,0,0
78,Cataloochee Divide,McKee Branch - Hemphill Bald,1.8,TI278,TI271,2585,2372,1,0,0,4811,5071,507,247,0,0,0
79.1,Chasteen Creek,Bradley Fork - Campsite 48,2.4,BC050,BC048,3637,2652,1,1,1,2371,3355,997,13,0,0,0
79.2,Chasteen Creek,Campsite 48 - Hughes Ridge,1.6,BC048,TI216,3251,2306,1,1,0,3355,4662,1310,3,0,0,0
80,Chestnut Branch,Big Creek Road - AT,2.1,TH266,TI257,3746,2767,1,0,0,1626,2877,1290,39,0,0,0
81,Chestnut Top,Townsend Wye - Schoolhouse Gap,4.3,TH057,TI039,6699,5970,1,0,0,1137,2091,1637,684,0,0,0
82,Chimney Tops,Newfound Gap Road - Road Prong,0.9,TH141,TI140,1634,1347,1,0,0,3439,3840,517,115,0,0,0
83,Chimney Tops,Road Prong - Chimneys Summit Viewpoint,0.8,TI140,TI138,2200,1637,1,0,0,3840,4656,882,64,0,0,0
84.1,Kuwohi,Parking Lot - Tower Base,0.5,TH126,TI122,970,695,1,0,0,6307,6641,340,6,0,0,0
84.2,Kuwohi,Tower Base - Tower Lookout,0,TI122,TI124,90,86,1,0,0,6641,6644,5,2,0,0,0
85,Kuwohi Bypass,Forney Ridge - AT,0.5,TI125,TI121,923,668,1,0,0,6194,6518,330,7,0,0,0
86,Cold Spring Gap,Hazel Creek - Welch Ridge,3.5,TI065,TI079,6057,4514,1,0,0,2500,4468,2066,95,0,0,0
87,Cooper Road,Abrams Creek Campground - Little Bottoms,0.9,CGABR,BC001,1160,1058,1,1,1,1112,1190,154,76,0,0,0
88,Cooper Road,Little Bottoms - Gold Mine,1.7,BC001,TI003,2390,1889,1,1,0,1190,1676,531,45,0,0,0
89,Cooper Road,Gold Mine - Cane Creek,0.6,TI003,TI006,683,789,1,0,0,1676,1548,40,167,0,0,0
90,Cooper Road,Cane Creek - Beard Cane,1.8,TI006,TI008,2551,2227,1,0,0,1548,1939,568,177,0,0,0
91,Cooper Road,Beard Cane - Wet Bottoms,5.5,TI008,TI017,7659,7778,1,0,0,1939,1833,1292,1398,0,0,0
92,Cooper Road,Wet Bottoms - Cades Cove Loop Road,0.2,TI017,TH019,209,218,1,0,0,1833,1820,12,25,0,0,0
93.1,Cosby Campground,Lower Mount Cammerer - Cosby Entrance Road,1,TI238,TH231,893,1171,1,0,0,2345,2070,24,299,0,0,0
93.2,Cosby Campground,Gabes Mountain - Cosby Campground A,0.3,TI226,TH230,332,361,1,0,0,2333,2299,40,75,0,0,0
93.3,Cosby Campground,Cosby Campground B - Cosby Horse,0.3,TH234,TI237,424,301,1,0,0,2356,2496,140,0,0,0,0
93.4,Cosby Campground,Snake Den Ridge - Cosby Campground B,0.4,TI233,TI237,529,528,1,0,0,2497,2496,81,83,0,0,0
93.5,Cosby Campground,Cosby Campground B - Low Gap II,0.1,TI237,TI240,323,253,1,0,0,2496,2573,86,9,0,0,0
94.1,Cove Mountain,Park Headquarters - Laurel Falls,8.4,TH106,TI086,12882,10635,1,0,0,1455,4028,3271,698,0,0,0
94.2,Cove Mountain,Laurel Falls - Cove Mountain Summit,0.1,TI086,TI084,167,123,1,0,0,4028,4077,49,0,0,0,0
95.1,Crib Gap,Anthony Creek - Laurel Creek Road,0.9,TI035,TH037,1407,1352,1,0,0,2024,2055,276,245,0,0,0
95.2,Crib Gap,Laurel Creek Road - Turkeypen Ridge,0.7,TH037,TI040,810,1108,1,0,0,2055,1754,2,302,0,0,0
96,Crib Gap,Turkeypen Ridge - Finley Cane (through tunnel),0.1,TI040,TI042,226,224,1,0,0,1754,1756,33,31,0,0,0
97,Crooked Arm Ridge,Rich Mountain Loop - Indian Grave Gap,2.2,TI029,TI034,4042,2985,1,0,0,1906,3321,1475,60,0,0,0
98,Cucumber Gap,Little River - Jakes Creek,2.4,TI101,TI090,3686,3648,1,0,0,2554,2514,670,710,0,0,0
99,Curry Mountain,Little River Road - Meigs Mountain,3.3,TH070,TI076,5551,4680,1,0,0,1694,2837,1531,387,0,0,0
100.1,Deep Creek Horse,Noland Divide - Juney Whank Falls,0.4,TH153,TI155,597,548,1,0,0,1830,1877,101,56,0,0,0
100.2,Deep Creek Horse,Falls Bypass W-E,0.1,TI154,TI156,184,179,1,0,0,1974,1981,40,33,0,0,0
100.3,Deep Creek Horse,Juney Whank Falls - Deep Creek,1.1,TI156,TI162,1565,1607,1,0,0,1981,1899,254,337,0,0,0
